marca,capacidade,avaliacao_energia,tipo,funcionalidades,cores,material,periodo_garantia,pais_fabricacao,preco,mediana_capacidade
Whirlpool,343.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,9.0,China,341.0,416.5
Panasonic,662.0,A++,Single Door,Water Dispenser,Black,Plastic,2.0,Germany,1973.0,469.0
Electrolux,160.0,A+,Double Door,Smart Connectivity,Black,Plastic,5.0,Germany,1591.0,461.0
Electrolux,396.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,6.0,India,1186.0,431.0
Siemens,111.0,A++,Double Door,Ice Dispenser,Gray,Plastic,7.0,Germany,1971.0,469.0
Siemens,709.0,A,Double Door,Ice Dispenser,Silver,Plastic,2.0,USA,1099.0,476.0
Bosch,219.0,A,Single Door,Smart Connectivity,Black,Plastic,3.0,India,1262.0,424.0
Whirlpool,451.0,B,Double Door,Water Dispenser,Gray,Glass,7.0,USA,1218.0,461.0
Samsung,609.0,B,Single Door,Ice Dispenser,Gray,Stainless Steel,2.0,India,213.0,447.0
GE,431.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,6.0,China,1609.0,471.0
Panasonic,494.0,B,Single Door,Smart Connectivity,Gray,Plastic,3.0,China,1560.0,466.0
Panasonic,356.0,A,Single Door,Smart Connectivity,White,Glass,1.0,India,1885.0,463.0
GE,645.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,Germany,753.0,471.0
GE,370.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,Germany,878.0,471.0
Frigidaire,773.0,A+,Side-by-Side,Water Dispenser,Silver,Glass,5.0,China,1241.0,446.5
Haier,186.0,A+,Side-by-Side,Smart Connectivity,White,Stainless Steel,9.0,USA,644.0,444.0
Frigidaire,387.0,A,Double Door,Ice Dispenser,Silver,Glass,2.0,China,585.0,440.5
Electrolux,274.0,A++,Single Door,Water Dispenser,Black,Plastic,8.0,China,648.0,431.0
Electrolux,672.0,A+,Side-by-Side,Water Dispenser,Black,Plastic,3.0,China,1797.0,461.0
Samsung,452.0,A++,Single Door,Smart Connectivity,Gray,Glass,4.0,Germany,1295.0,452.0
Siemens,454.0,A+,Single Door,Smart Connectivity,Black,Glass,2.0,Germany,1012.0,455.0
LG,400.0,A,Single Door,Smart Connectivity,Gray,Glass,8.0,China,201.0,458.0
Panasonic,538.0,A,Double Door,Smart Connectivity,White,Glass,3.0,China,1462.0,463.0
Haier,259.0,A++,Double Door,Ice Dispenser,Gray,Glass,8.0,China,205.0,434.5
Samsung,467.0,A++,Single Door,Smart Connectivity,Black,Plastic,6.0,China,1351.0,452.0
Samsung,340.0,A+,Single Door,Ice Dispenser,Silver,Glass,3.0,Germany,1109.0,458.0
LG,187.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,7.0,USA,1515.0,431.0
Whirlpool,558.0,A,Single Door,Ice Dispenser,Gray,Glass,4.0,USA,1305.0,457.5
Panasonic,776.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,China,746.0,463.0
Whirlpool,579.0,A++,Double Door,Water Dispenser,White,Stainless Steel,5.0,Germany,963.0,416.5
Frigidaire,669.0,A++,Single Door,Water Dispenser,White,Stainless Steel,2.0,Germany,1571.0,436.0
Frigidaire,309.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,6.0,Germany,1958.0,440.5
GE,571.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,Germany,1150.0,471.0
Haier,556.0,A,Double Door,Smart Connectivity,Black,Plastic,9.0,China,1488.0,469.0
Panasonic,473.0,A++,Single Door,Smart Connectivity,Silver,Glass,9.0,India,610.0,469.0
Bosch,288.0,A+,Side-by-Side,Water Dispenser,Black,Plastic,2.0,Germany,1434.0,446.5
Bosch,615.0,A+,Double Door,Ice Dispenser,White,Plastic,2.0,China,1372.0,446.5
Panasonic,595.0,B,Single Door,Smart Connectivity,Silver,Plastic,8.0,India,1770.0,466.0
Frigidaire,618.0,A+,Single Door,Smart Connectivity,Silver,Plastic,7.0,USA,1718.0,446.5
LG,117.0,A,Double Door,Water Dispenser,Black,Plastic,6.0,India,1086.0,458.0
Samsung,709.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,China,951.0,440.0
Bosch,365.0,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,Germany,1419.0,446.5
Panasonic,705.0,A,Single Door,Ice Dispenser,White,Stainless Steel,8.0,USA,1985.0,463.0
Samsung,401.0,B,Side-by-Side,Water Dispenser,White,Plastic,4.0,Germany,1720.0,447.0
Panasonic,759.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,6.0,USA,1388.0,430.0
LG,693.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,6.0,USA,1266.0,453.0
Haier,633.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,7.0,USA,277.0,440.0
Samsung,538.0,A,Side-by-Side,Smart Connectivity,Black,Stainless Steel,3.0,Germany,955.0,440.0
Whirlpool,707.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,Germany,1653.0,457.5
Electrolux,478.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,6.0,India,1311.0,461.0
Siemens,755.0,A++,Double Door,Smart Connectivity,Black,Plastic,8.0,USA,1483.0,469.0
GE,425.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,6.0,USA,1666.0,403.0
GE,678.0,A+,Side-by-Side,Water Dispenser,Silver,Plastic,8.0,USA,1099.0,403.0
Frigidaire,109.0,A++,Side-by-Side,Ice Dispenser,Silver,Plastic,3.0,Germany,642.0,436.0
LG,669.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,India,1099.0,465.0
Bosch,749.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,4.0,India,983.0,424.0
Bosch,794.0,A++,Side-by-Side,Water Dispenser,Gray,Glass,6.0,USA,393.0,441.5
Bosch,550.0,A+,Single Door,Water Dispenser,White,Plastic,9.0,Germany,836.0,446.5
Samsung,352.0,B,Double Door,Smart Connectivity,Gray,Stainless Steel,6.0,USA,1234.0,447.0
LG,340.0,A,Double Door,Smart Connectivity,Silver,Plastic,4.0,China,1602.0,458.0
Samsung,262.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,4.0,USA,1563.0,452.0
GE,687.0,A+,Double Door,Smart Connectivity,White,Plastic,5.0,Germany,1471.0,403.0
LG,783.0,A+,Double Door,Ice Dispenser,Gray,Plastic,9.0,China,1084.0,453.0
Frigidaire,365.0,A++,Single Door,Smart Connectivity,Gray,Plastic,6.0,China,1896.0,436.0
Haier,246.0,A+,Single Door,Smart Connectivity,Gray,Glass,4.0,China,1734.0,444.0
Bosch,201.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,1.0,India,1157.0,424.0
Frigidaire,460.0,B,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,5.0,China,1440.0,429.5
Whirlpool,620.0,B,Double Door,Smart Connectivity,Silver,Plastic,1.0,China,1882.0,461.0
Siemens,187.0,B,Side-by-Side,Water Dispenser,Black,Plastic,9.0,Germany,1682.0,450.5
LG,142.0,A++,Double Door,Water Dispenser,Gray,Stainless Steel,3.0,Germany,221.0,465.0
Electrolux,562.0,A,Side-by-Side,Smart Connectivity,Silver,Glass,1.0,Germany,1831.0,458.0
Bosch,428.0,A,Double Door,Smart Connectivity,Gray,Stainless Steel,5.0,India,505.0,424.0
Siemens,697.0,B,Single Door,Smart Connectivity,Gray,Plastic,2.0,India,1291.0,450.5
Samsung,285.0,A+,Double Door,Ice Dispenser,White,Stainless Steel,4.0,Germany,458.0,458.0
Electrolux,420.0,A+,Single Door,Smart Connectivity,Black,Plastic,1.0,Germany,1113.0,461.0
Panasonic,519.0,A++,Single Door,Ice Dispenser,White,Plastic,2.0,Germany,1302.0,469.0
Siemens,420.0,A+,Double Door,Smart Connectivity,White,Glass,7.0,China,1866.0,455.0
Frigidaire,451.0,A+,Single Door,Ice Dispenser,Black,Stainless Steel,8.0,India,1249.0,446.5
Whirlpool,451.0,B,Side-by-Side,Smart Connectivity,Black,Glass,2.0,China,1201.0,461.0
GE,665.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,6.0,Germany,816.0,403.0
Whirlpool,250.0,B,Double Door,Water Dispenser,White,Stainless Steel,9.0,USA,1840.0,461.0
Frigidaire,709.0,B,Double Door,Smart Connectivity,Silver,Plastic,8.0,Germany,1437.0,429.5
Samsung,534.0,B,Single Door,Ice Dispenser,Silver,Glass,8.0,USA,530.0,447.0
Siemens,348.0,B,Double Door,Ice Dispenser,Gray,Glass,1.0,India,858.0,450.5
Panasonic,420.0,A+,Double Door,Smart Connectivity,Black,Glass,1.0,Germany,1904.0,430.0
LG,366.0,B,Double Door,Ice Dispenser,Silver,Stainless Steel,5.0,India,502.0,431.0
LG,774.0,A++,Single Door,Smart Connectivity,Gray,Plastic,3.0,China,1099.0,465.0
Whirlpool,776.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,8.0,China,1774.0,416.5
Bosch,310.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,1.0,Germany,244.0,446.5
Bosch,502.0,A++,Single Door,Smart Connectivity,Black,Glass,4.0,USA,1099.0,441.5
GE,787.0,A++,Double Door,Smart Connectivity,White,Glass,1.0,India,1552.0,446.0
Frigidaire,576.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,5.0,USA,1804.0,429.5
LG,454.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,6.0,China,392.0,465.0
GE,110.0,A+,Side-by-Side,Ice Dispenser,Black,Glass,3.0,USA,1974.0,403.0
GE,667.0,B,Double Door,Ice Dispenser,Silver,Glass,5.0,China,1813.0,471.0
Siemens,104.0,A,Side-by-Side,Ice Dispenser,White,Plastic,5.0,India,1694.0,476.0
LG,451.0,A+,Single Door,Ice Dispenser,Silver,Plastic,3.0,Germany,811.0,453.0
GE,544.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,5.0,USA,1082.0,471.0
Panasonic,568.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,6.0,China,1929.0,469.0
Haier,401.0,A++,Double Door,Ice Dispenser,Gray,Plastic,3.0,Germany,1053.0,434.5
Electrolux,390.0,A+,Double Door,Water Dispenser,Silver,Glass,6.0,USA,455.0,461.0
Frigidaire,576.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,309.0,436.0
Whirlpool,290.0,B,Side-by-Side,Water Dispenser,Black,Glass,3.0,China,553.0,461.0
Whirlpool,483.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,1.0,India,856.0,461.0
Whirlpool,418.0,A+,Side-by-Side,Ice Dispenser,White,Glass,6.0,USA,1971.0,479.0
Frigidaire,450.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,4.0,Germany,1616.0,436.0
GE,475.0,A,Double Door,Ice Dispenser,Silver,Glass,6.0,India,410.0,447.0
Whirlpool,478.0,A+,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,7.0,USA,1925.0,479.0
Bosch,530.0,A++,Single Door,Ice Dispenser,White,Plastic,8.0,China,1519.0,441.5
Siemens,412.0,B,Side-by-Side,Water Dispenser,Gray,Plastic,7.0,China,1015.0,450.5
Bosch,154.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,5.0,China,1253.0,424.0
Samsung,692.0,A,Side-by-Side,Water Dispenser,Gray,Stainless Steel,7.0,Germany,1631.0,440.0
Haier,647.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,India,980.0,434.5
Panasonic,742.0,A++,Single Door,Smart Connectivity,Gray,Plastic,5.0,Germany,1972.0,469.0
Electrolux,307.0,A++,Single Door,Smart Connectivity,Gray,Plastic,5.0,India,1099.0,431.0
GE,734.0,A,Single Door,Ice Dispenser,White,Stainless Steel,7.0,USA,1099.0,447.0
Siemens,316.0,B,Double Door,Smart Connectivity,Gray,Glass,4.0,China,1641.0,450.5
Samsung,418.0,B,Single Door,Smart Connectivity,White,Plastic,1.0,India,1099.0,447.0
Frigidaire,464.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,9.0,USA,424.0,446.5
Whirlpool,559.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,4.0,China,1179.0,457.5
Electrolux,578.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,7.0,Germany,896.0,431.0
Samsung,224.0,A++,Double Door,Smart Connectivity,Silver,Stainless Steel,9.0,China,1722.0,452.0
Whirlpool,542.0,A+,Double Door,Smart Connectivity,Silver,Glass,6.0,China,1772.0,479.0
Bosch,162.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,5.0,India,1878.0,441.5
Siemens,379.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,1.0,Germany,1567.0,476.0
Samsung,459.0,B,Side-by-Side,Ice Dispenser,Silver,Plastic,9.0,Germany,984.0,447.0
Samsung,585.0,A,Single Door,Smart Connectivity,Silver,Plastic,1.0,China,1900.0,440.0
Siemens,443.0,A,Side-by-Side,Ice Dispenser,Silver,Plastic,8.0,USA,1759.0,476.0
Samsung,363.0,A++,Side-by-Side,Water Dispenser,Gray,Glass,7.0,China,844.0,452.0
Siemens,450.0,A++,Double Door,Ice Dispenser,Gray,Glass,7.0,USA,724.0,469.0
GE,111.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,9.0,China,1052.0,471.0
Whirlpool,341.0,A,Single Door,Smart Connectivity,Silver,Plastic,1.0,Germany,1029.0,457.5
Electrolux,160.0,A,Single Door,Water Dispenser,Gray,Plastic,1.0,Germany,1099.0,458.0
Panasonic,451.0,B,Double Door,Water Dispenser,Silver,Plastic,5.0,India,1099.0,466.0
Siemens,621.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,6.0,Germany,1099.0,450.5
Bosch,332.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,8.0,China,947.0,441.5
GE,764.0,A,Side-by-Side,Smart Connectivity,White,Plastic,1.0,India,841.0,447.0
LG,165.0,A++,Double Door,Water Dispenser,Gray,Stainless Steel,3.0,India,845.0,465.0
Frigidaire,158.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,4.0,USA,1204.0,436.0
Samsung,188.0,A,Single Door,Ice Dispenser,White,Stainless Steel,7.0,India,1852.0,440.0
Whirlpool,598.0,A,Single Door,Water Dispenser,Silver,Stainless Steel,7.0,India,1086.0,457.5
Panasonic,224.0,A++,Double Door,Smart Connectivity,Black,Plastic,4.0,Germany,743.0,469.0
Haier,678.0,A+,Single Door,Water Dispenser,Gray,Plastic,3.0,China,369.0,444.0
Samsung,162.0,A,Double Door,Smart Connectivity,White,Stainless Steel,1.0,China,547.0,440.0
Haier,438.0,B,Single Door,Water Dispenser,White,Stainless Steel,5.0,China,1953.0,440.0
Frigidaire,357.0,A++,Single Door,Smart Connectivity,Black,Plastic,6.0,Germany,1166.0,436.0
Whirlpool,642.0,A+,Double Door,Ice Dispenser,Black,Stainless Steel,5.0,India,1569.0,479.0
Samsung,578.0,A,Side-by-Side,Water Dispenser,White,Glass,6.0,China,1084.0,440.0
Electrolux,583.0,B,Side-by-Side,Ice Dispenser,Black,Plastic,9.0,USA,1757.0,431.5
Frigidaire,587.0,A,Double Door,Smart Connectivity,White,Glass,4.0,India,1522.0,440.5
Samsung,605.0,B,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,Germany,777.0,447.0
GE,387.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,5.0,USA,743.0,403.0
Siemens,623.0,A,Double Door,Smart Connectivity,Gray,Glass,6.0,Germany,1078.0,476.0
Bosch,500.0,A+,Single Door,Smart Connectivity,Silver,Glass,2.0,Germany,1333.0,446.5
LG,741.0,A+,Double Door,Ice Dispenser,Gray,Glass,9.0,China,663.0,453.0
Bosch,678.0,A+,Double Door,Ice Dispenser,Silver,Plastic,6.0,USA,1420.0,446.5
Bosch,746.0,A++,Single Door,Smart Connectivity,Gray,Glass,3.0,USA,1664.0,441.5
Samsung,452.0,A++,Side-by-Side,Ice Dispenser,Silver,Plastic,3.0,USA,248.0,452.0
Siemens,579.0,A++,Double Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,1093.0,469.0
GE,760.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,8.0,India,1313.0,447.0
Samsung,268.0,A+,Single Door,Smart Connectivity,Gray,Stainless Steel,7.0,China,681.0,458.0
Siemens,252.0,A++,Double Door,Smart Connectivity,Gray,Stainless Steel,7.0,China,417.0,469.0
Panasonic,153.0,A+,Single Door,Smart Connectivity,Gray,Plastic,3.0,Germany,251.0,430.0
GE,431.0,A+,Single Door,Water Dispenser,White,Stainless Steel,4.0,China,854.0,403.0
Siemens,239.0,A+,Single Door,Smart Connectivity,Silver,Glass,2.0,USA,1359.0,455.0
Frigidaire,698.0,A+,Single Door,Ice Dispenser,White,Plastic,3.0,USA,771.0,446.5
Panasonic,220.0,A,Double Door,Ice Dispenser,Silver,Glass,9.0,China,655.0,463.0
Whirlpool,451.0,A++,Single Door,Ice Dispenser,Gray,Plastic,4.0,China,1085.0,416.5
GE,619.0,B,Double Door,Smart Connectivity,Gray,Plastic,8.0,China,1169.0,471.0
Bosch,548.0,B,Single Door,Smart Connectivity,Black,Plastic,1.0,China,209.0,434.5
GE,227.0,B,Single Door,Ice Dispenser,Gray,Plastic,3.0,India,1418.0,471.0
Panasonic,150.0,A,Single Door,Smart Connectivity,White,Plastic,9.0,China,1099.0,463.0
Bosch,591.0,B,Double Door,Water Dispenser,Silver,Glass,9.0,China,1818.0,434.5
Bosch,785.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,3.0,China,1941.0,446.5
Samsung,409.0,A++,Double Door,Water Dispenser,Black,Stainless Steel,4.0,Germany,554.0,452.0
Whirlpool,679.0,B,Single Door,Water Dispenser,Silver,Glass,2.0,Germany,1220.0,461.0
LG,254.0,B,Side-by-Side,Water Dispenser,Gray,Stainless Steel,3.0,USA,462.0,431.0
GE,614.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,6.0,China,1000.0,447.0
LG,444.0,B,Single Door,Ice Dispenser,Silver,Glass,1.0,India,1022.0,431.0
Panasonic,629.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,9.0,India,1715.0,466.0
Frigidaire,405.0,A+,Single Door,Water Dispenser,White,Plastic,6.0,China,1099.0,446.5
Panasonic,646.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,9.0,India,1099.0,466.0
Whirlpool,765.0,A+,Single Door,Smart Connectivity,Gray,Plastic,2.0,USA,1099.0,479.0
Haier,722.0,B,Double Door,Smart Connectivity,Gray,Stainless Steel,4.0,USA,345.0,440.0
LG,652.0,A,Side-by-Side,Ice Dispenser,White,Glass,2.0,India,1359.0,458.0
LG,301.0,A,Single Door,Ice Dispenser,Gray,Glass,8.0,China,587.0,458.0
LG,458.0,A,Single Door,Smart Connectivity,Silver,Glass,5.0,China,1505.0,458.0
Electrolux,384.0,B,Single Door,Smart Connectivity,White,Stainless Steel,1.0,India,213.0,431.5
Frigidaire,136.0,A++,Single Door,Smart Connectivity,Black,Plastic,2.0,USA,1102.0,436.0
LG,452.0,A++,Double Door,Smart Connectivity,Gray,Glass,5.0,Germany,1369.0,465.0
Samsung,313.0,A++,Side-by-Side,Smart Connectivity,Gray,Glass,2.0,China,1923.0,452.0
LG,473.0,A,Side-by-Side,Smart Connectivity,Black,Glass,2.0,India,779.0,458.0
Siemens,451.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,2.0,USA,346.0,450.5
Bosch,780.0,A+,Single Door,Ice Dispenser,Gray,Glass,6.0,USA,366.0,446.5
Siemens,454.0,A+,Double Door,Smart Connectivity,Silver,Glass,2.0,Germany,464.0,455.0
Electrolux,791.0,B,Double Door,Smart Connectivity,Black,Glass,5.0,USA,518.0,431.5
GE,451.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,2.0,India,529.0,446.0
GE,391.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,6.0,Germany,346.0,446.0
Electrolux,624.0,A+,Side-by-Side,Water Dispenser,Gray,Plastic,9.0,India,1146.0,461.0
Haier,744.0,A,Side-by-Side,Smart Connectivity,Black,Stainless Steel,2.0,USA,721.0,469.0
Samsung,189.0,A,Double Door,Water Dispenser,White,Stainless Steel,9.0,India,1648.0,440.0
Electrolux,719.0,B,Double Door,Smart Connectivity,Silver,Glass,7.0,China,1182.0,431.5
Electrolux,485.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,2.0,China,944.0,461.0
LG,344.0,A++,Double Door,Water Dispenser,Silver,Plastic,3.0,USA,1634.0,465.0
Haier,109.0,A++,Side-by-Side,Water Dispenser,Silver,Glass,2.0,China,1688.0,434.5
Haier,626.0,A,Side-by-Side,Ice Dispenser,Black,Stainless Steel,6.0,China,1784.0,469.0
Haier,125.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,6.0,China,1562.0,434.5
Panasonic,372.0,B,Side-by-Side,Water Dispenser,White,Glass,1.0,China,1855.0,466.0
Electrolux,738.0,A,Single Door,Water Dispenser,White,Stainless Steel,6.0,Germany,327.0,458.0
Panasonic,349.0,A+,Side-by-Side,Ice Dispenser,White,Plastic,1.0,China,1099.0,430.0
Siemens,675.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,6.0,India,839.0,476.0
Panasonic,475.0,A,Double Door,Smart Connectivity,Gray,Glass,7.0,Germany,1506.0,463.0
Panasonic,373.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,2.0,India,258.0,469.0
Bosch,451.0,B,Single Door,Smart Connectivity,Gray,Glass,5.0,USA,1173.0,434.5
Samsung,116.0,A,Side-by-Side,Smart Connectivity,White,Plastic,4.0,China,1888.0,440.0
Whirlpool,162.0,A+,Side-by-Side,Ice Dispenser,Black,Plastic,2.0,USA,922.0,479.0
Whirlpool,439.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,8.0,China,1046.0,416.5
Panasonic,451.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,Germany,1590.0,463.0
LG,605.0,A+,Double Door,Water Dispenser,Black,Plastic,2.0,Germany,650.0,453.0
LG,625.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,5.0,Germany,227.0,431.0
Whirlpool,796.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,5.0,China,949.0,457.5
Whirlpool,729.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,USA,1262.0,416.5
Siemens,468.0,A,Single Door,Smart Connectivity,White,Stainless Steel,5.0,USA,372.0,476.0
Siemens,451.0,A++,Side-by-Side,Ice Dispenser,Gray,Glass,7.0,China,1099.0,469.0
Haier,444.0,A+,Double Door,Water Dispenser,Silver,Stainless Steel,1.0,Germany,1157.0,444.0
LG,682.0,B,Single Door,Water Dispenser,White,Plastic,5.0,India,1568.0,431.0
Samsung,720.0,A,Single Door,Smart Connectivity,White,Plastic,5.0,India,329.0,440.0
Bosch,517.0,A,Double Door,Ice Dispenser,White,Plastic,3.0,Germany,465.0,424.0
Bosch,416.0,A++,Side-by-Side,Smart Connectivity,Gray,Glass,7.0,India,888.0,441.5
Whirlpool,194.0,B,Single Door,Smart Connectivity,Silver,Glass,7.0,China,1528.0,461.0
Whirlpool,282.0,A++,Single Door,Ice Dispenser,Gray,Glass,6.0,China,749.0,416.5
GE,767.0,A+,Single Door,Smart Connectivity,White,Glass,6.0,Germany,275.0,403.0
Frigidaire,480.0,A+,Single Door,Smart Connectivity,Gray,Glass,3.0,China,362.0,446.5
Bosch,426.0,A,Double Door,Smart Connectivity,Silver,Glass,8.0,China,407.0,424.0
Panasonic,451.0,A,Double Door,Smart Connectivity,White,Plastic,1.0,USA,270.0,463.0
LG,132.0,A+,Single Door,Smart Connectivity,Gray,Plastic,6.0,Germany,551.0,453.0
LG,678.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,2.0,Germany,906.0,458.0
Samsung,766.0,B,Double Door,Water Dispenser,White,Plastic,7.0,China,1118.0,447.0
Panasonic,597.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,2.0,Germany,1937.0,430.0
Panasonic,456.0,A++,Single Door,Water Dispenser,Gray,Plastic,9.0,India,533.0,469.0
LG,224.0,A,Single Door,Smart Connectivity,Black,Glass,7.0,Germany,1142.0,458.0
LG,450.0,A,Single Door,Water Dispenser,Gray,Stainless Steel,6.0,USA,1853.0,458.0
LG,487.0,A,Side-by-Side,Water Dispenser,Silver,Plastic,9.0,USA,581.0,458.0
Frigidaire,451.0,A+,Double Door,Ice Dispenser,Gray,Plastic,6.0,China,711.0,446.5
Whirlpool,229.0,B,Single Door,Smart Connectivity,Silver,Plastic,2.0,USA,1751.0,461.0
Panasonic,393.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,8.0,China,1045.0,469.0
Electrolux,508.0,A,Side-by-Side,Water Dispenser,Silver,Glass,6.0,India,1831.0,458.0
Electrolux,463.0,B,Single Door,Ice Dispenser,Silver,Glass,7.0,Germany,1363.0,431.5
Frigidaire,779.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,China,620.0,429.5
Frigidaire,498.0,A+,Single Door,Smart Connectivity,Gray,Plastic,5.0,USA,1165.0,446.5
Siemens,524.0,A+,Double Door,Ice Dispenser,White,Plastic,7.0,Germany,1643.0,455.0
Haier,469.0,A+,Single Door,Ice Dispenser,Black,Glass,5.0,Germany,1376.0,444.0
Haier,476.0,B,Single Door,Smart Connectivity,Silver,Glass,3.0,USA,881.0,440.0
Electrolux,142.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,6.0,Germany,801.0,431.0
Bosch,567.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,5.0,India,1645.0,441.5
Panasonic,549.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,1.0,India,596.0,430.0
GE,403.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,5.0,Germany,320.0,403.0
GE,336.0,A,Double Door,Water Dispenser,Silver,Plastic,2.0,Germany,883.0,447.0
